1.827702e+00	5.013069e-05	1.500000e-01	0.000000e+00	0.000000e+00	2.273774e-05
1.747057e+00	4.829701e-05	1.419355e-01	0.000000e+00	0.000000e+00	2.273774e-05
1.666412e+00	4.641531e-05	1.338710e-01	0.000000e+00	0.000000e+00	2.333303e-05
1.585766e+00	4.448170e-05	1.258065e-01	0.000000e+00	0.000000e+00	2.397680e-05
1.505121e+00	4.249158e-05	1.177419e-01	0.000000e+00	0.000000e+00	2.467750e-05
1.424476e+00	4.043973e-05	1.096774e-01	0.000000e+00	0.000000e+00	2.544290e-05
1.343831e+00	3.831997e-05	1.016129e-01	0.000000e+00	0.000000e+00	2.628498e-05
1.263186e+00	3.612504e-05	9.354839e-02	0.000000e+00	0.000000e+00	2.721721e-05
1.182541e+00	3.384647e-05	8.548387e-02	0.000000e+00	0.000000e+00	2.825422e-05
1.101895e+00	3.147374e-05	7.741935e-02	0.000000e+00	0.000000e+00	2.942187e-05
1.021250e+00	2.899417e-05	6.935484e-02	0.000000e+00	0.000000e+00	3.074669e-05
9.406051e-01	2.639201e-05	6.129032e-02	0.000000e+00	0.000000e+00	3.226669e-05
8.599600e-01	2.364728e-05	5.322581e-02	0.000000e+00	0.000000e+00	3.403476e-05
7.793148e-01	2.073462e-05	4.516129e-02	0.000000e+00	0.000000e+00	3.611696e-05
6.986697e-01	1.762269e-05	3.709677e-02	0.000000e+00	0.000000e+00	3.858786e-05
6.180245e-01	1.427645e-05	2.903226e-02	0.000000e+00	0.000000e+00	4.149337e-05
5.373793e-01	1.066498e-05	2.096774e-02	0.000000e+00	0.000000e+00	4.478224e-05
4.567342e-01	6.773844e-06	1.290323e-02	0.000000e+00	0.000000e+00	4.825012e-05
3.760890e-01	2.613265e-06	4.838710e-03	0.000000e+00	0.000000e+00	5.159118e-05
2.954439e-01	-1.785645e-06	-3.225806e-03	0.000000e+00	0.000000e+00	5.454649e-05
2.147987e-01	-6.382532e-06	-1.129032e-02	0.000000e+00	0.000000e+00	5.700140e-05
1.341535e-01	-1.113801e-05	-1.935484e-02	0.000000e+00	0.000000e+00	5.896792e-05
5.350837e-02	-1.601867e-05	-2.741935e-02	0.000000e+00	0.000000e+00	6.052016e-05
-2.713679e-02	-2.099800e-05	-3.548387e-02	0.000000e+00	0.000000e+00	6.174372e-05
-1.077819e-01	-2.605563e-05	-4.354839e-02	0.000000e+00	0.000000e+00	6.271466e-05
-1.884271e-01	-3.117603e-05	-5.161290e-02	0.000000e+00	0.000000e+00	6.349295e-05
-2.690723e-01	-3.634723e-05	-5.967742e-02	0.000000e+00	0.000000e+00	6.412281e-05
-3.497174e-01	-4.156020e-05	-6.774194e-02	0.000000e+00	0.000000e+00	6.464087e-05
-4.303626e-01	-4.680789e-05	-7.580645e-02	0.000000e+00	0.000000e+00	6.507136e-05
-5.110078e-01	-5.208447e-05	-8.387097e-02	0.000000e+00	0.000000e+00	6.542959e-05
-5.916529e-01	-5.738574e-05	-9.193548e-02	0.000000e+00	0.000000e+00	6.573571e-05
