1.827702e+00	8.812243e-05	0.000000e+00	0.000000e+00	0.000000e+00	6.644638e-05
1.747057e+00	8.276385e-05	0.000000e+00	0.000000e+00	0.000000e+00	6.644638e-05
1.666412e+00	7.742183e-05	0.000000e+00	0.000000e+00	0.000000e+00	6.624103e-05
1.585766e+00	7.209956e-05	0.000000e+00	0.000000e+00	0.000000e+00	6.599617e-05
1.505121e+00	6.680046e-05	0.000000e+00	0.000000e+00	0.000000e+00	6.570885e-05
1.424476e+00	6.152970e-05	0.000000e+00	0.000000e+00	0.000000e+00	6.535733e-05
1.343831e+00	5.629350e-05	0.000000e+00	0.000000e+00	0.000000e+00	6.492895e-05
1.263186e+00	5.110101e-05	0.000000e+00	0.000000e+00	0.000000e+00	6.438689e-05
1.182541e+00	4.596440e-05	0.000000e+00	0.000000e+00	0.000000e+00	6.369390e-05
1.101895e+00	4.090221e-05	0.000000e+00	0.000000e+00	0.000000e+00	6.277113e-05
1.021250e+00	3.594183e-05	0.000000e+00	0.000000e+00	0.000000e+00	6.150877e-05
9.406051e-01	3.112606e-05	0.000000e+00	0.000000e+00	0.000000e+00	5.971554e-05
8.599600e-01	2.652054e-05	0.000000e+00	0.000000e+00	0.000000e+00	5.710842e-05
7.793148e-01	2.221060e-05	0.000000e+00	0.000000e+00	0.000000e+00	5.344333e-05
6.986697e-01	1.824087e-05	0.000000e+00	0.000000e+00	0.000000e+00	4.922462e-05
6.180245e-01	1.449266e-05	0.000000e+00	0.000000e+00	0.000000e+00	4.647777e-05
5.373793e-01	1.072747e-05	0.000000e+00	0.000000e+00	0.000000e+00	4.668836e-05
4.567342e-01	6.779519e-06	0.000000e+00	0.000000e+00	0.000000e+00	4.895461e-05
3.760890e-01	2.595904e-06	0.000000e+00	0.000000e+00	0.000000e+00	5.187683e-05
2.954439e-01	-1.813759e-06	0.000000e+00	0.000000e+00	0.000000e+00	5.467982e-05
2.147987e-01	-6.416418e-06	0.000000e+00	0.000000e+00	0.000000e+00	5.707296e-05
1.341535e-01	-1.117538e-05	0.000000e+00	0.000000e+00	0.000000e+00	5.901117e-05
5.350837e-02	-1.605833e-05	0.000000e+00	0.000000e+00	0.000000e+00	6.054858e-05
-2.713679e-02	-2.103931e-05	0.000000e+00	0.000000e+00	0.000000e+00	6.176408e-05
-1.077819e-01	-2.609817e-05	0.000000e+00	0.000000e+00	0.000000e+00	6.272985e-05
-1.884271e-01	-3.121945e-05	0.000000e+00	0.000000e+00	0.000000e+00	6.350395e-05
-2.690723e-01	-3.639154e-05	0.000000e+00	0.000000e+00	0.000000e+00	6.413385e-05
-3.497174e-01	-4.160513e-05	0.000000e+00	0.000000e+00	0.000000e+00	6.464861e-05
-4.303626e-01	-4.685334e-05	0.000000e+00	0.000000e+00	0.000000e+00	6.507775e-05
-5.110078e-01	-5.213045e-05	0.000000e+00	0.000000e+00	0.000000e+00	6.543620e-05
-5.916529e-01	-5.743220e-05	0.000000e+00	0.000000e+00	0.000000e+00	6.574171e-05
