2.000000e+00	1.123405e-04
1.903226e+00	1.059482e-04
1.806452e+00	9.956877e-05
1.709677e+00	9.320471e-05
1.612903e+00	8.685926e-05
1.516129e+00	8.053695e-05
1.419355e+00	7.424359e-05
1.322581e+00	6.798710e-05
1.225806e+00	6.177906e-05
1.129032e+00	5.563714e-05
1.032258e+00	4.958915e-05
9.354839e-01	4.368321e-05
8.387097e-01	3.800977e-05
7.419355e-01	3.274813e-05
6.451613e-01	2.819009e-05
5.483871e-01	2.437193e-05
4.516129e-01	2.075660e-05
3.548387e-01	1.696937e-05
2.580645e-01	1.285750e-05
1.612903e-01	8.357607e-06
6.451613e-02	3.462657e-06
-3.225806e-02	-1.784388e-06
-1.290323e-01	-7.315862e-06
-2.258065e-01	-1.306517e-05
-3.225806e-01	-1.897832e-05
-4.193548e-01	-2.501508e-05
-5.161290e-01	-3.114625e-05
-6.129032e-01	-3.735065e-05
-7.096774e-01	-4.361298e-05
-8.064516e-01	-4.992173e-05
-9.032258e-01	-5.626822e-05
