2.000000e+00	1.252231e-04
1.857143e+00	1.156117e-04
1.714286e+00	1.060229e-04
1.571429e+00	9.646134e-05
1.428571e+00	8.693354e-05
1.285714e+00	7.744866e-05
1.142857e+00	6.801893e-05
1.000000e+00	5.866361e-05
8.571429e-01	4.941170e-05
7.142857e-01	4.031172e-05
5.714286e-01	3.144817e-05
4.285714e-01	2.296941e-05
2.857143e-01	1.505536e-05
1.428571e-01	7.546037e-06
0.000000e+00	-1.809377e-07
-1.428571e-01	-8.396883e-06
-2.857143e-01	-1.702124e-05
-4.285714e-01	-2.593014e-05
-5.714286e-01	-3.503383e-05
-7.142857e-01	-4.427403e-05
-8.571429e-01	-5.361274e-05
