2.000000e+00	1.173441e-04
1.903226e+00	1.108657e-04
1.806452e+00	1.044001e-04
1.709677e+00	9.794864e-05
1.612903e+00	9.151453e-05
1.516129e+00	8.510062e-05
1.419355e+00	7.871096e-05
1.322581e+00	7.235132e-05
1.225806e+00	6.602892e-05
1.129032e+00	5.975461e-05
1.032258e+00	5.354418e-05
9.354839e-01	4.742192e-05
8.387097e-01	4.142857e-05
7.419355e-01	3.563617e-05
6.451613e-01	3.017874e-05
5.483871e-01	2.527348e-05
4.516129e-01	2.101682e-05
3.548387e-01	1.702964e-05
2.580645e-01	1.287107e-05
1.612903e-01	8.359725e-06
6.451613e-02	3.461333e-06
-3.225806e-02	-1.787016e-06
-1.290323e-01	-7.319107e-06
-2.258065e-01	-1.306877e-05
-3.225806e-01	-1.898216e-05
-4.193548e-01	-2.501906e-05
-5.161290e-01	-3.115036e-05
-6.129032e-01	-3.735494e-05
-7.096774e-01	-4.361730e-05
-8.064516e-01	-4.992613e-05
-9.032258e-01	-5.627270e-05
