2.500000e+00	6.994553e-05
2.387097e+00	6.792468e-05
2.274194e+00	6.585821e-05
2.161290e+00	6.374288e-05
2.048387e+00	6.157505e-05
1.935484e+00	5.935061e-05
1.822581e+00	5.706488e-05
1.709677e+00	5.471249e-05
1.596774e+00	5.228726e-05
1.483871e+00	4.978194e-05
1.370968e+00	4.718806e-05
1.258065e+00	4.449550e-05
1.145161e+00	4.169205e-05
1.032258e+00	3.876278e-05
9.193548e-01	3.568904e-05
8.064516e-01	3.244707e-05
6.935484e-01	2.900578e-05
5.806452e-01	2.532336e-05
4.677419e-01	2.134196e-05
3.548387e-01	1.698204e-05
2.419355e-01	1.214977e-05
1.290323e-01	6.778100e-06
1.612903e-02	8.807097e-07
-9.677419e-02	-5.453156e-06
-2.096774e-01	-1.211401e-05
-3.225806e-01	-1.901023e-05
-4.354839e-01	-2.607567e-05
-5.483871e-01	-3.326483e-05
-6.612903e-01	-4.054646e-05
-7.741935e-01	-4.789882e-05
-8.870968e-01	-5.530644e-05
