2.000000e+00	6.059467e-05
1.903226e+00	5.867001e-05
1.806452e+00	5.669938e-05
1.709677e+00	5.467924e-05
1.612903e+00	5.260560e-05
1.516129e+00	5.047393e-05
1.419355e+00	4.827921e-05
1.322581e+00	4.601539e-05
1.225806e+00	4.367552e-05
1.129032e+00	4.125143e-05
1.032258e+00	3.873319e-05
9.354839e-01	3.610905e-05
8.387097e-01	3.336428e-05
7.419355e-01	3.048065e-05
6.451613e-01	2.743456e-05
5.483871e-01	2.419543e-05
4.516129e-01	2.072234e-05
3.548387e-01	1.696237e-05
2.580645e-01	1.285597e-05
1.612903e-01	8.357370e-06
6.451613e-02	3.462802e-06
-3.225806e-02	-1.784096e-06
-1.290323e-01	-7.315491e-06
-2.258065e-01	-1.306475e-05
-3.225806e-01	-1.897790e-05
-4.193548e-01	-2.501465e-05
-5.161290e-01	-3.114574e-05
-6.129032e-01	-3.735019e-05
-7.096774e-01	-4.361252e-05
-8.064516e-01	-4.992116e-05
-9.032258e-01	-5.626774e-05
